Proteins	Genes	Cerebellum	Frontal_Cortex	Heart	Kidney	Liver	Lung	Spleen	Amygdala	Entorhinal_Cortex	Gut	Olfactory_Bulb	Striatum	Thalamus	Substantia_Nigra
Q8BMJ2	Lars1	14.84712459	15.31993255	14.50094887	14.60832294	15.57440712	14.66605312	15.26047688	15.1975011	15.3618895	15.71736085	15.10605152	15.10709817	15.00708169	15.17264477
Q8BMJ3	Eif1ax	14.51418248	14.35922153	13.73604495	13.41345495	14.47190942	14.5991144	15.05729274	13.98445446	14.31479783	15.05858072	14.52064185	14.00907477	13.94671549	13.91021936
Q8BMJ7	Cgrrf1	8.027754185	NA	NA	9.50334592	9.068776976	8.982701584	NA	7.869825021	7.419315436	NA	7.252284117	7.354348756	7.636852789	7.609552218
Q8BMK1	Mettl2	8.563828404	9.659507875	8.150583203	10.25902764	10.59032267	9.340594824	11.39454247	7.669263176	7.199318347	10.7367983	8.693356193	8.395953754	8.195309452	8.222171795
Q8BMK4	Ckap4	15.39578854	15.17400089	16.07999676	15.00730578	13.1803206	16.18006059	16.01421069	15.43580893	15.39609734	16.12367893	15.27516227	14.5785156	14.79794962	15.42773574
Q8BMK5	Ccdc184	9.539020803	9.291135909	NA	NA	NA	NA	NA	10.00199566	9.697946842	NA	NA	NA	10.28850418	10.02751653
Q8BML1	Mical2	NA	8.869082896	8.864673208	NA	9.489207879	11.80897006	9.184043866	NA	9.292061442	11.3514661	9.042683699	8.960813708	NA	NA
Q8BML9	Qars1	15.06169485	15.17855857	15.52058826	15.36392284	16.06736587	15.32510735	15.53222648	15.39673505	15.40417892	16.23423746	15.37751162	15.06718326	15.12446895	15.30819928
Q8BMN4	Lmln	7.594843137	7.840273307	NA	NA	NA	NA	NA	8.191897417	7.674541893	NA	7.711443037	7.568225483	8.590849142	7.896558158
Q8BMP6	Acbd3	14.57879669	14.43585046	14.71217065	14.61583311	14.35085873	14.86198396	14.89029281	14.55599284	14.58678923	15.64422687	14.44237325	14.1677662	14.62414915	14.56617741
Q8BMQ2	Gtf3c4	12.34726096	11.17161845	8.634027297	10.90436063	10.78549771	11.29315802	11.99012722	14.66626434	12.09586005	11.54173013	12.5042691	11.77162641	11.27457691	12.57513711
Q8BMQ8	Mon1b	11.65619413	10.62407563	10.25270213	11.4272862	7.798043573	9.755130442	10.57705456	12.22606183	11.52235187	9.604718793	11.08598442	10.97687455	11.36020335	13.44809302
Q8BMS1	Hadha	17.78461522	17.12195951	22.09603595	18.82236795	20.17502501	17.73762536	17.39256753	17.75319364	17.32749355	18.57760439	17.82533408	17.14491467	17.83048971	17.94974419
Q8BMS4	Coq3	13.96963405	13.7010721	17.05131286	14.55434572	14.95610587	12.33321286	12.37372425	13.98210369	13.80744179	13.74235663	13.50589768	13.89512872	14.10649453	14.06011835
Q8BMS9	Rassf2	12.74057614	12.86007472	8.867895361	10.95952477	8.000076181	13.36255944	15.83335597	12.83221044	12.32087832	13.2086666	12.37202606	11.98862377	13.01236221	12.770316
Q8BMY1;Q9JJG9	Noa1	11.22521346	11.4115561	10.91036201	10.36903407	NA	NA	9.391455048	11.14796048	11.13649879	10.34920437	8.316601135	10.41701209	11.14687088	10.97839495
Q8BMZ5	Tsen34	11.96457648	11.77014501	10.07424209	12.16997831	11.17160801	13.09269852	12.08597458	10.4339265	10.79595991	8.611382505	11.77086964	10.49698374	10.19655601	10.17285289
Q8BN21	Vrk2	NA	NA	7.667594209	10.4635121	10.48600235	10.50713287	13.22405406	NA	NA	10.46878157	NA	NA	NA	NA
Q8BN57	NA	8.785655031	11.031696	11.39657633	10.90756533	10.85987889	11.91542086	11.49513175	12.64300201	12.6207452	14.51991401	13.09479951	13.00744485	13.09178859	13.03692237
Q8BN59	Larp6	11.99364707	12.20439676	NA	NA	NA	9.136434009	7.949181514	13.10288988	12.6090217	NA	12.25426463	12.41322164	12.70911253	12.51766897
Q8BN78	Zbtb33	NA	NA	NA	NA	NA	NA	7.091917423	NA	NA	7.15206831	NA	NA	NA	NA
Q8BN82;Q8BN82-2	Slc17a5	7.888415692	NA	NA	12.28928736	10.53520462	8.964745823	9.822828394	8.774639446	8.942393652	9.56026575	8.727001493	8.888560236	9.549435065	8.912611371
Q8BNA6	Fat3	9.898778091	10.50926702	9.169558372	7.278682243	8.764527959	8.783667916	9.046745155	10.19877689	10.13230309	8.916693634	10.2886446	9.987440044	10.22536527	10.52342205
Q8BND3;Q8BND3-2	Wdr35	9.693063759	9.378467394	8.834230686	9.664982315	NA	11.30766472	NA	9.947904239	10.05852666	8.647541955	12.17120602	10.20261655	10.55920004	9.77477551
Q8BND5;Q8BND5-2	Qsox1	8.852559012	NA	13.52932782	11.58773071	11.82014084	13.82075837	11.70321866	8.800115882	6.799408179	12.43025086	7.154484178	8.477929595	10.14129696	NA
Q8BNE1;Q8BNE1-2	Tcaf1	10.9783495	11.0333378	NA	NA	NA	NA	NA	11.75616385	11.28066353	6.36467284	11.13964929	11.48136925	11.96750298	11.41701034
Q8BNI4	Derl2	11.9446921	10.0027151	12.63303059	14.04447213	15.44228066	13.26637211	13.39547198	10.77685308	10.33244109	13.08738037	10.57106962	10.76576236	10.61213186	10.75544772
Q8BNJ6;Q8BNJ6-2	Neto2	11.48650351	11.40032136	NA	NA	NA	NA	NA	11.27988909	12.09280461	NA	11.39871621	12.09566099	11.80106125	11.34407509
Q8BNL5	Kctd6	10.57264525	11.21151939	NA	7.265540563	NA	NA	8.749796433	10.66367007	11.25189133	NA	10.23096862	11.48552724	9.315915485	10.26013729
Q8BNN1	Spata2l	10.36544507	13.79827296	NA	NA	8.773429526	NA	9.157729725	13.35574689	14.33732072	NA	12.92444092	15.7255455	12.98996275	12.41604826
Q8BNP8;Q9JM51	Ptges	10.15964358	10.84164713	11.16390948	13.05999474	NA	13.64402562	13.33785589	9.758957506	10.08728107	12.79627051	10.97537426	NA	9.57819595	NA
Q8BNU0	Armc6	15.17346155	15.32924932	12.63701063	13.05792409	13.07497928	14.1928569	14.15359085	15.57063232	15.57382033	13.35239859	15.12243782	15.64004217	15.59227069	15.73308355
Q8BNW9	Kbtbd11	15.84743495	15.86073104	8.490835856	12.68355636	10.58076065	13.96504387	14.88769181	15.96634607	15.9101166	14.74015612	15.87328572	16.15135438	15.93960437	16.06555718
Q8BNX1	Clec4g	NA	NA	NA	NA	11.76549663	NA	11.06581068	NA	NA	NA	NA	NA	NA	NA
Q8BNY6	Ncs1	16.488834	17.01074296	10.13193799	11.24420497	NA	12.14676672	10.82324765	16.89523751	17.09305768	12.28460505	16.38186636	17.06239244	16.82276397	16.82665965
Q8BP00;Q8BP00-2	Iqcb1	13.76035991	13.33174658	NA	6.916044897	8.574225406	10.51496054	9.610433009	14.17833682	13.87541382	9.816255659	13.29491355	13.65022128	14.28734226	14.78551553
Q8BP01	Vmac	NA	NA	NA	9.318617774	NA	10.70600242	10.73342987	NA	NA	9.577666564	8.794545948	NA	NA	9.393325645
Q8BP22	Fam92a	9.781461661	9.643900345	NA	7.634876302	6.809138772	9.104787876	6.857483519	9.513365382	9.297472857	8.288365736	8.975996966	9.028636149	9.928391087	9.485178177
Q8BP27;Q8BP27-2	Sfr1	12.34107188	12.20893466	12.67598754	11.69099767	11.71906333	12.38700339	13.14446806	12.70917061	12.71000781	13.03058178	12.68470727	12.48808727	12.50152905	12.31115818
Q8BP40	Acp6	14.2892098	14.21321793	16.16054179	16.52392316	15.64382147	14.341205	14.16861903	14.98011144	14.89363023	15.84389357	14.19234864	14.83473174	14.82530246	14.65665133
Q8BP47	NARS1	17.10081054	16.82170627	15.60344917	16.19846436	17.1760072	15.92476299	16.57095169	16.92257734	16.84182915	17.74816064	16.79141746	16.76925826	17.13783067	17.21953195
Q8BP48	Metap1	15.08538536	14.86077747	15.14013713	14.60831269	15.03670712	14.02946949	14.33973434	13.58064066	14.40447415	14.56006543	13.7551041	13.56363067	13.85176608	14.60233367
Q8BP56;Q8BP56-3	Pgghg	10.19104916	10.33897854	10.89696038	12.76423408	14.31999705	12.86278082	13.05228252	9.400646028	9.785461607	12.96771958	10.92470162	10.0930175	8.362585488	8.992167036
Q8BP71	Rbfox2	12.97076586	13.05213051	10.25466336	NA	10.48545677	11.98347732	9.536149146	13.05662805	13.13552297	11.66688242	13.27040538	12.94577702	12.55967828	12.32576969
Q8BP78	Fra10ac1	NA	NA	NA	NA	7.2140635	NA	NA	7.418364051	7.208608739	7.115603283	7.111060484	6.542801865	6.569996387	NA
Q8BP99	NA	6.550834333	NA	NA	NA	NA	NA	NA	6.96303354	7.182046266	NA	6.596262376	6.911156945	7.468332512	7.340143059
Q8BPA8	Dpcd	12.35468037	12.71388554	NA	10.80700435	9.776582198	11.45371046	10.66753931	13.1724225	12.95889473	11.17069706	12.44539533	12.90856933	13.25721883	13.16856217
Q8BPB5	Efemp1	8.878641863	9.924501874	14.57910994	13.28144998	11.23617088	15.95465532	14.25666347	9.647193469	8.667272764	13.96515699	9.329009032	9.897415101	9.427664467	9.317339263
Q8BPE4	Tmem177	13.51800817	13.54520038	14.86789703	13.39714815	12.55228601	11.82841767	12.44373086	13.2653462	13.31033869	12.30814531	13.66209153	13.30933693	13.23049716	13.0443545
Q8BPG6	Sumf2	11.35474598	11.45024321	10.70096939	12.57311828	13.69277865	13.24260836	13.09453782	11.76921811	11.92836212	11.66296122	11.36894567	11.22053483	11.0161696	11.01132453
Q8BPM2	Map4k5	13.89462927	17.398949	17.83858038	16.62662167	13.85051028	15.34811454	16.12532256	17.0426885	17.29798732	15.95470935	17.22329898	17.09285546	16.55239674	13.56745545
Q8BPM6;Q8BPM6-3	Ric3	10.00909439	8.457680978	NA	NA	NA	NA	NA	10.68198792	10.36861076	NA	10.12433681	9.205207925	9.368446159	10.45661297
Q8BPN8;Q8BPN8-2	Dmxl2	15.92045407	16.70272387	8.888920996	12.37812503	9.266050198	9.554932389	9.435294187	16.44026723	16.64852384	10.30388056	16.14518224	16.64525198	16.37217952	16.22998647
Q8BPP5	Lypd6	9.651405631	10.68650602	NA	NA	NA	NA	NA	9.821549623	10.11241437	NA	NA	10.23136685	10.48047334	8.675539692
Q8BPQ7	Sgsm1	13.59403148	13.70963475	NA	NA	NA	NA	NA	14.78545397	14.08831515	8.000488132	13.70680553	13.93440373	15.2258229	14.34535951
Q8BPS4	Gpr180	9.145397086	7.694319291	8.516773097	10.18399363	11.23648287	9.526369779	9.429516778	7.838151826	8.423159192	9.667996689	8.751598378	9.156880908	7.331086863	8.799884106
Q8BPU7	Elmo1	14.19476541	13.61738126	11.74485275	13.49316846	10.7987188	14.51810592	16.11609039	14.45852805	14.07267209	14.3957169	14.00516643	14.5703513	14.57427936	14.90957125
Q8BPX9	Slc15a3	NA	NA	NA	NA	NA	NA	7.977126104	NA	NA	NA	NA	NA	NA	NA
Q8BPZ8	Abraxas1	NA	NA	11.16699179	9.031662739	8.891955853	9.270752384	12.23578396	NA	NA	9.765722533	6.992430982	NA	NA	NA
Q8BQ30	Ppp1r18	10.4082733	9.169257865	10.49448592	11.5435713	9.018526755	13.68468155	15.23250061	10.10192661	9.983644294	11.38670908	10.26758872	9.930578137	9.552619773	8.495542089
Q8BQ46	Taf15	12.34010803	12.23712146	9.843305484	12.49560996	12.89701548	11.83953631	13.45416207	12.15981241	11.75977369	13.13481562	11.77039449	11.38939177	11.95489381	11.95313814
Q8BQ47	Cnpy4	13.44796362	12.95148947	11.50378454	13.57816781	13.24050122	14.52825753	14.51803753	13.71672211	13.60662817	13.66597267	13.59240479	13.45514105	13.82525942	13.09376041
Q8BQB4	Fjx1	NA	NA	NA	NA	NA	NA	NA	NA	5.945768212	NA	7.289948561	NA	6.413617918	NA
Q8BQB6	Saxo2	NA	NA	NA	NA	NA	12.24627528	NA	NA	NA	NA	NA	NA	NA	NA
Q8BQM4	Heatr3	11.67686807	11.53026559	10.89343484	11.63034578	12.56521397	11.85147895	12.57947138	12.22995489	11.75841938	12.72040899	12.14811736	12.15548264	11.33504133	11.82491424
Q8BQM7	Smco3	7.978927985	NA	NA	NA	NA	NA	NA	NA	8.819334335	NA	NA	7.707279273	8.561302402	9.062849211
Q8BQP8	Rab11fip4	6.801601399	7.456738603	NA	9.175447008	NA	NA	NA	6.538338118	6.904290559	NA	6.36056156	6.854518697	6.066613626	NA
Q8BQP9	Rgs7bp	14.39868664	15.43733075	10.25908905	7.756149911	NA	NA	NA	14.50500014	15.08954523	NA	14.10315077	15.29960164	14.10903593	14.29149814
Q8BQQ1;Q8BQQ1-2	Zdhhc14	9.766133121	8.874819836	NA	8.696248362	7.472753793	8.356491342	NA	10.08209193	10.06088586	NA	9.492376947	10.2408848	10.18153607	10.46735346
Q8BQR4;Q8BQR4-2	Kansl2	NA	NA	NA	6.775736013	NA	8.082285322	8.835289842	NA	NA	8.443254334	NA	6.76928225	NA	NA
Q8BQS5;Q8BQS5-2	Adipor2	9.405257169	NA	NA	NA	11.58627535	NA	NA	6.872069773	NA	10.1721535	5.987865487	8.411721778	9.38803598	9.856194232
Q8BQV2	Chat	11.52019791	12.60582315	NA	15.73990185	NA	NA	NA	13.15997198	12.42455422	NA	11.81547418	14.23832176	12.74826096	11.94438527
Q8BQX0	Rab37	12.22381247	10.71084731	NA	NA	NA	NA	NA	13.18617337	13.10833976	NA	12.989792	9.929502762	13.20941734	13.13220693
Q8BQX9;Q8C7S9;Q8VD73	Kcnab3	13.78389336	13.09509757	NA	NA	NA	NA	NA	13.01854249	12.8193801	NA	13.90983113	11.86852571	12.2043236	14.32541062
Q8BQY8;Q8BQY8-2;Q8BQY8-3	Hus1	NA	NA	NA	9.217246684	NA	6.709245256	9.64901278	NA	NA	6.481300667	NA	NA	11.06352879	NA
Q8BR37	Nhlrc1	8.242954783	7.787235591	10.56940497	12.46795199	7.984629589	NA	7.515589465	8.16668435	8.132859445	13.11699889	7.808771931	7.98651127	8.083655795	8.168396392
Q8BR63	Fam177a1	17.75759191	15.12628695	12.65375955	17.78985336	16.12424853	16.35251544	17.26363789	17.07464237	16.50360076	15.11257185	15.79286004	16.64862912	17.7712879	17.85840495
Q8BR70	Yipf6	10.07432914	10.61470315	9.616933007	11.67565559	11.13386807	12.85923761	12.33196433	11.35832666	11.57608893	13.26979776	12.25141528	11.28963817	11.23900384	11.31805604
Q8BR86;Q8BR86-2;Q8BR86-4	Kirrel3	11.75443432	11.22391274	NA	NA	NA	NA	NA	11.83704366	12.14543439	NA	12.59994693	11.68529743	11.62338707	11.29663783
Q8BR90	NA	14.39052106	14.31422055	12.26047997	14.34892732	15.11466728	14.8043032	13.61025395	14.35016199	14.26006787	14.68427978	14.9435141	14.29193589	14.41274494	14.43091071
Q8BR92	Palm2	13.96834115	14.32789842	10.4560424	6.641153707	7.920759919	12.27629426	5.940920661	14.94108079	14.60871363	9.500022744	14.59339915	14.55820325	14.94392403	15.06866403
Q8BRF7	Scfd1	14.53847779	14.38787872	13.73879356	14.75271246	15.32752429	14.81458369	15.1700177	14.72657396	14.49581798	15.41206055	14.54674114	14.39098669	14.70726994	14.70336519
Q8BRG8;Q8BRG8-2	Tmem209	10.45799304	10.14166041	14.36877373	10.73855993	10.31454771	10.21751921	12.48193067	11.07690117	11.12361144	11.35930344	10.81661043	10.74443106	10.76481731	9.034311531
Q8BRH0	Tmtc3	10.96233815	11.4124999	10.37722689	12.18747956	11.89536613	12.70768623	11.54833568	11.46402308	10.87641989	12.5624137	11.21317316	10.25456743	10.36412439	11.28953266
Q8BRJ3	Rell2	14.40518687	14.33529043	NA	9.136143582	NA	NA	NA	14.33087982	14.34613715	NA	13.63277007	14.06697282	14.25652456	14.71782545
Q8BRJ4	Ppp1r3e	10.84426743	10.36061635	NA	NA	NA	NA	NA	10.67870925	9.279175998	NA	8.691529095	9.360398359	10.99070908	10.93547355
Q8BRK8	Prkaa2	12.61107179	13.99789713	15.08672917	13.98816502	14.44289184	12.71700061	11.877859	13.46953432	14.09572433	13.93838168	13.28549634	14.10874822	13.18885406	13.38253332
Q8BRK9	Man2a2	10.79137445	10.51778887	8.658042851	9.840263377	10.94459475	10.32392474	11.0604981	10.93359395	10.90412665	10.91374356	10.76010746	11.27643642	10.8300915	10.85067159
Q8BRM2	Gorab	9.155040038	9.468606297	8.895284721	6.7184616	7.757228106	8.139840641	7.518368078	9.874487816	9.477332943	9.032675942	9.028107169	9.191427788	9.547314654	9.492394866
Q8BRN9	Cc2d1b	12.84459376	12.17836892	11.12502897	12.84296494	10.95387275	13.43147447	13.94989274	12.4134022	12.1245593	12.94941175	12.51181681	12.27778988	12.61630703	12.63978042
Q8BRU6	Slc18a2	10.36725028	10.0493966	NA	7.572512554	NA	NA	9.249533721	12.79838332	11.40144916	10.43038099	10.91433145	14.99828894	12.67447859	12.4792014
Q8BS35;Q8BS35-2;Q8BS35-3	Agmo	NA	NA	NA	NA	12.41764863	NA	NA	NA	NA	13.51011779	NA	NA	NA	NA
Q8BS39	Ccdc32	11.89633684	12.57551156	NA	NA	NA	NA	NA	12.30382202	12.18215328	9.408239841	12.2979929	11.87194951	12.36900389	12.39408084
Q8BS40	Cptp	13.41508105	12.63505398	8.653370576	9.78104409	11.16363223	9.838239781	9.966308929	13.27478415	12.85402683	11.54791574	12.79074029	12.94820287	13.70830331	13.88709187
Q8BS45	Ttc26	10.38602719	10.00161418	10.95383034	9.514838515	NA	12.11404717	10.79034693	10.67178208	10.89097425	6.161806132	11.4041592	10.60317564	10.80752591	10.38455445
Q8BS95	Gpr89	10.7472902	9.568605383	5.799597869	10.22324845	11.05152915	8.30232771	8.780350565	10.24828909	10.30948142	11.65049073	10.39394403	10.47691794	10.03179862	10.17855777
Q8BSA9	Tyw3	10.87026094	10.76117218	7.332982419	11.01664163	10.41582545	8.272876598	10.98586092	10.48732666	10.08949893	10.29848049	11.04242587	10.54300784	10.53793872	10.78218822
Q8BSD5	She	NA	NA	NA	7.227983707	NA	11.99341488	6.491146609	NA	NA	NA	NA	NA	NA	NA
Q8BSE0	Rmdn2	14.06747701	11.41013896	12.39703578	12.58348836	16.15115526	14.57543221	11.0466107	11.53427041	11.04641415	11.80117733	12.52916698	11.34117384	12.73798445	13.27535133
Q8BSK8;Q8BSK8-2	Rps6kb1	12.51309246	12.583281	10.29794583	9.547175584	12.21403958	11.25819824	12.52356764	12.46371127	12.11427501	11.88802623	12.37857794	12.6225219	11.79047217	12.41707228
Q8BSL7	Arf2	12.6385964	12.31546953	9.920173843	11.56033079	10.03892997	12.78776842	12.17225668	13.42658505	13.37883981	12.00854745	13.28137343	13.19198047	13.31721175	13.35902656
Q8BSN3;Q8BSN3-3	Ccdc151	NA	NA	NA	NA	NA	10.40063857	NA	NA	NA	NA	NA	NA	6.395811876	NA
Q8BSN5	Phf23	NA	9.15338717	NA	10.85506758	7.20865185	10.5616186	12.77633001	8.119795757	9.400246087	10.77448576	9.969421283	9.42019132	9.661634133	NA
Q8BSU7	Mob3a	8.927058125	8.126864097	NA	NA	NA	10.81851054	11.35809646	8.523728917	NA	10.43006556	NA	9.848924321	8.776350048	8.784095132
Q8BSY0	Asph	14.81804151	14.41844315	16.71886604	14.87979378	15.80686575	15.09506255	14.65102056	12.76062276	12.30558301	15.07330068	14.54016138	12.16751903	13.95749668	13.61230421
Q8BSZ2	Ap3s2	14.90174711	15.42519241	13.96309177	13.54591624	11.07253419	13.47203209	13.58304896	15.38098342	15.4869208	13.06907692	15.58237171	15.30156825	15.26754077	15.12156418
Q8BT18	Armh4	7.604781305	7.248652577	NA	NA	NA	NA	NA	6.179512781	NA	NA	6.775667376	NA	6.547013234	6.511204983
Q8BT51	COA4	12.3824508	11.50425532	13.3060259	13.03997181	11.52048082	11.13138129	12.14573231	12.33903753	11.94390434	13.66312974	11.61362639	11.36968298	12.36287149	12.42371493
Q8BT60	Cpne3	14.87974495	14.40899121	16.90524905	15.3203615	15.777118	16.15104716	15.82194655	11.87997558	11.70147332	15.9865985	12.33284661	12.02662291	11.32790412	11.33356848
Q8BTD8;Q8K4R4	Pitpnc1	15.39267914	15.68290092	12.78158557	13.99889511	14.15851135	14.12598376	13.80180287	15.77863898	15.57660937	12.81650495	14.90872224	16.01154894	15.94341692	16.04265633
Q8BTE0	Sdhaf4	14.88646815	14.90282579	14.76364075	14.59822511	14.06469129	12.35071978	12.28729259	14.70106261	14.71106454	12.95951981	14.29339876	14.72773944	14.43553495	14.68426618
Q8BTE5	Cebpzos	9.990205053	10.21362017	11.25641783	NA	9.723422166	NA	NA	9.528328242	10.02547132	10.65460451	9.750667759	NA	10.87757691	11.00298152
Q8BTE6	Wfdc21	NA	NA	NA	10.17315177	11.08359533	NA	10.90322001	NA	NA	NA	NA	NA	NA	NA
Q8BTF8	Ralyl	14.5708888	14.52287846	11.53909186	12.43329415	13.33766673	12.67457918	13.86104908	14.61383094	14.68224063	13.92920484	14.78678422	14.40368154	14.52371704	14.03934544
Q8BTG3	Tcp11l1	15.19529386	14.47323509	10.28640458	12.9387103	NA	12.74784006	12.73213306	14.59909712	14.46165984	11.18975208	14.50135013	14.4342281	14.7657703	14.93829658
Q8BTG7-2	Ndrg4	13.72809727	13.07632535	NA	NA	NA	NA	NA	12.38671899	12.10962843	NA	12.98568742	12.11727213	12.95603477	13.13875098
Q8BTG7-3	Ndrg4	16.76356547	16.63675275	12.93583436	NA	NA	NA	NA	17.24032595	17.02485862	11.96988454	17.24917171	17.13882766	17.28750643	17.43733705
Q8BTI0	Klhl5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.26385319	NA	NA	NA
Q8BTI7	Ankrd52	7.907858659	7.401977779	7.547528625	7.090819083	8.964667593	7.54771247	7.196434264	8.610697489	8.35687572	9.367675903	7.767394973	7.674849434	8.568526323	9.012509702
Q8BTI8	Srrm2	13.48670342	13.5356525	13.4323018	12.9553	13.29102475	13.65102445	14.28635211	13.42243807	13.3775634	13.39814411	13.67663786	13.365423	13.24319933	13.2248771
Q8BTI9	Pik3cb	10.99457861	10.9570175	7.531228296	10.0749889	9.884749183	11.24518352	11.85549335	11.34176271	11.26224845	10.67167672	11.15782109	11.12608686	11.09652486	11.5011958
Q8BTJ4;Q8BTJ4-2	Enpp4	12.31599993	11.67176367	12.72812528	12.79150123	12.64430468	13.93805878	13.3726761	11.58519361	11.5741456	12.09189508	11.56943629	12.06217623	11.74561431	12.19646125
Q8BTM8	Flna	15.16544139	14.59246941	17.89823933	17.08986866	15.32348963	19.48454574	19.22774651	14.59296545	14.4561424	20.15151586	14.69241384	14.19957948	14.09652761	14.52883113
Q8BTN6	Leng9	NA	NA	6.624257524	5.675238508	7.380127858	6.956950179	7.963420793	5.830827492	NA	10.20116144	NA	NA	5.710433485	5.758329701
Q8BTP0	Pigz	8.290561425	8.373393591	NA	NA	NA	NA	8.711285767	6.876148123	7.684605011	NA	NA	NA	6.658704081	6.754720326
Q8BTR5	Dusp28	13.41365655	13.02796538	13.07140307	10.99656707	12.20467118	11.5241021	12.29711702	13.31748758	13.03264993	10.5683814	12.99621215	13.23517051	13.55246963	13.68660834
Q8BTS3	Gbp9	12.82223933	10.2483363	13.31486453	12.91218609	12.9154941	14.88443224	16.00251944	12.19188153	12.56691068	14.47884556	14.32714143	10.79444976	9.857489796	9.968857156
Q8BTS4	Nup54	13.25607843	13.39939497	12.55586363	12.97554556	13.85304875	13.69934237	14.40696175	13.34692952	13.36842429	13.98478579	13.29501031	13.32720635	12.98488918	13.3593544
Q8BTT6	Diexf	9.532686702	9.930347396	NA	NA	9.393786739	10.16548897	12.21352585	10.37789055	10.42532433	11.29149713	9.959733708	10.05496704	9.592689881	9.418000372
Q8BTU1	Cfap20	13.24961361	12.90507481	10.59024303	10.85281595	9.784775591	14.00332751	13.26695521	12.92235073	12.96105343	12.75788793	13.36933685	12.56239083	12.89971208	12.79941626
Q8BTV1	Tusc3	13.49900855	14.34747074	NA	11.9343688	12.08254693	13.05120189	12.25837515	13.53721935	14.39436534	13.26996496	13.34005877	14.09608146	13.61939993	14.02048834
Q8BTV2;Q8BTV2-2	Cpsf7	14.1477734	14.27888581	11.93393391	13.10590655	14.06287263	13.83090743	14.6416288	14.05927548	14.20682591	13.29869411	14.52559366	13.97600045	13.63205291	13.40743051
Q8BTW3	Exosc6	11.72664383	10.70020144	10.17376873	12.27096578	12.71873689	12.36055671	14.2825441	11.97382018	11.33362421	13.41866197	12.32769429	11.48581641	11.95704837	11.52784894
Q8BTW9	Pak4	8.370589236	10.12684596	NA	12.6517117	11.93987379	13.69476793	9.210499581	10.51284338	11.34345468	13.42061981	11.44825396	10.05980402	11.10042486	10.78293221
Q8BTX9	Hsdl1	15.69824489	15.51096922	15.34353344	13.8692836	14.39814518	17.81077108	15.66153886	15.59747079	15.1256095	14.03750709	15.07125789	15.5066463	15.63983408	15.36798845
Q8BTY1	Kyat1	15.13574284	14.54335572	18.91136699	17.07372464	17.71238939	18.207748	17.54970888	14.09797071	13.86811568	12.86322118	14.9857362	14.70657665	14.69231944	14.8375355
Q8BTY8	Scfd2	13.0571802	12.79074153	12.38082082	12.48493118	13.41744101	12.77698764	12.82488005	13.3466523	13.02578946	13.66659617	12.89705199	12.97286589	13.34052453	13.38170086
Q8BTZ4	Anapc5	12.08592817	12.03845855	8.773121527	10.85485461	9.7091439	12.25590697	12.79471049	12.60919108	12.42225113	12.66809417	11.9352656	12.19592313	12.40669482	12.32098591
Q8BTZ5	Ankrd46	12.36146151	12.45946711	NA	10.81934329	13.5670578	11.01207551	7.701493249	13.91074968	13.08572057	13.04176791	12.51498382	13.35769375	13.54862869	13.19752636
Q8BTZ7	Gmppb	14.46464528	14.76573681	14.65475346	14.4385785	15.91959446	15.30250668	15.6779674	14.80901054	14.70362932	16.57710042	14.57021931	14.87814364	14.82963006	14.90001844
Q8BU04	Ubr7	10.39223418	10.16780326	9.578215155	11.7122263	6.127618733	9.965586663	12.18205534	10.67075177	10.77296069	11.61168614	11.02085445	10.58184394	10.04527027	9.596809513
Q8BU14	Sec62	14.47821423	14.33865632	13.21545388	14.94638257	15.40893851	14.69323573	14.87975207	14.16251331	14.02269208	14.6094007	14.11676975	13.95010746	14.10540932	14.30352878
Q8BU25	Pamr1	NA	NA	8.165149551	NA	NA	9.354972602	NA	NA	5.73179572	8.211632334	NA	NA	NA	NA
Q8BU30	Iars1	15.15691012	15.22088826	15.19582771	15.15860663	16.07374797	14.90979378	15.4763886	15.09090714	15.27992491	16.19955624	15.06348559	15.01101572	14.94910214	15.08542757
Q8BU31	Rap2c	13.66337106	14.36653855	12.65082452	11.1652629	12.63992465	12.4244136	13.85319367	14.6229855	14.48150882	12.91708112	14.33459693	14.46960776	14.62211239	14.42404734
Q8BU33	Ilvbl	14.71569399	13.86842181	16.34571686	14.65587826	14.37154184	14.05513915	17.76366834	13.54027562	13.40820433	15.3327186	13.91863712	13.19593546	13.83684165	14.26012577
Q8BU40	Nlrp4a	16.69076916	16.42965079	18.66331104	16.22126433	16.52813175	14.87606451	14.4095475	16.49162075	16.05289484	11.80502267	16.32048291	15.68995108	15.09324478	16.65738796
Q8BU85	Msrb3	8.849710142	8.786682272	14.84750574	10.66291289	11.62145308	14.01464377	12.51920794	8.96144443	8.809860601	13.55192936	9.4187428	9.40726694	NA	NA
Q8BU88	Mrpl22	13.90397594	14.04324878	15.689292	15.48654747	14.86227686	12.72567615	13.63597021	14.51099468	14.2122075	15.19485553	14.19284485	14.28573616	14.31525243	14.30727547
Q8BUB4	Wdfy2	10.89964672	9.806631352	8.066115331	9.611336917	10.59900265	10.43443029	11.26643354	10.19206645	9.851409385	8.579091304	10.58355343	9.648257735	10.16305762	10.55824777
Q8BUE4	Aifm2	10.24623885	10.35522958	12.03798537	12.84769044	13.00437506	12.18192175	10.50483905	11.30040272	10.94410844	12.35339948	11.58603086	10.46004465	11.6819199	11.55457185
